"phylum","class","order","family","genus","species","specificEpithet","sex","sampleSizeValue","inTextReference","publicationYear","fullReference","body mass","body mass - units","body mass - minimum","body mass - maximum","body mass - method","body mass - comments","body mass - metadata comment","original body mass","original body mass - units","metabolic rate","metabolic rate - units","metabolic rate - minimum","metabolic rate - maximum","metabolic rate - method","metabolic rate - comments","metabolic rate - metadata comment","original metabolic rate","original metabolic rate - units","original respiratoryQuotient","original temperature","mass-specific metabolic rate","mass-specific metabolic rate - units","brain size","brain size - units","brain size - minimum","brain size - maximum","brain size - method","brain size - comments","brain size - metadata comment","original brain size","original brain size - units"
"Chordata","Mammalia","Artiodactyla","Bovidae","Boselaphus","Boselaphus tragocamelus","tragocamelus",,1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",125,"kg",,,,"","","125000","g",,"",,,,"","",,"",,,,"",0.2555,"kg",,,,"","German?","255.5","g"
"Chordata","Mammalia","Artiodactyla","Bovidae","Boselaphus","Boselaphus tragocamelus","tragocamelus",,1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",125,"kg",,,,"","","125000","g",,"",,,,"","",,"",,,,"",0.288,"kg",,,,"","German?","288","g"
"Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra aegagrus","aegagrus",,1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,"",,,,"","",,"",,"",,,,"","",,"",,,,"",0.1306,"kg",,,,"","German?","130.6","g"
"Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra aegagrus","aegagrus",,1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,"",,,,"","",,"",,"",,,,"","",,"",,,,"",0.0858,"kg",,,,"","German?","85.8","g"
"Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","taurus",,1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,"",,,,"","",,"",,"",,,,"","",,"",,,,"",0.307,"kg",,,,"","German?","307","g"
"Chordata","Mammalia","Cingulata","Chlamyphoridae","Euphractus","Euphractus sexcinctus","sexcinctus",,1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",7.99,"kg",,,,"","","7990","g",,"",,,,"","",,"",,,,"",0.0335,"kg",,,,"Dasypus sexcinctus","German?","33.5","g"
"Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","Bradypus tridactylus","tridactylus",,1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",4.097,"kg",,,,"","","4097","g",,"",,,,"","",,"",,,,"",0.0249,"kg",,,,"","German?","24.9","g"
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","Trichosurus vulpecula","vulpecula",,1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",1.62,"kg",,,,"","","1620","g",,"",,,,"","",,"",,,,"",0.0114,"kg",,,,"","German?","11.4","g"
"Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus robustus","robustus",,1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",,"",,,,"","",,"",,"",,,,"","",,"",,,,"",0.0358,"kg",,,,"","German?","35.8","g"
"Chordata","Mammalia","Diprotodontia","Macropodidae","Onychogalea","Onychogalea fraenata","fraenata",,1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",1.433,"kg",,,,"","","1433","g",,"",,,,"","",,"",,,,"",0.0135,"kg",,,,"I believe if my German is correct, the other two values were for juvenile therefore deleted ","German?","13.5","g"
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis marsupialis","marsupialis",,1,"Warnke, 1908","1908","Warnke, P. (1908). Mitteilung neuer Gehirn-und Körpergewichtsbestimmungen bei Saugern. J. Psychol. Neurol., 13, 355-403.",1.7,"kg",,,,"","","1700","g",,"",,,,"","",,"",,,,"",0.0063,"kg",,,,"","German?","6.3","g"
"Annelida","Clitellata","Haplotaxida","Lumbricidae","Lumbricus","Lumbricus terrestris","terrestris","",10,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.00609,"kg",,,"","",,"0.00609","kg",,"",,,,"","",,"",,,,"",2.14e-05,"kg",,,"brain weighed","ganglia and ventral nerve cord",,"0.0214","g"
"Arthropoda","Insecta","Blattodea","Blattidae","Periplaneta","Periplaneta americana","americana","",5,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",9.2e-05,"kg",,,"","DONTWARN: checked, value correct",,"9.2e-05","kg",,"",,,,"","",,"",,,,"",1.95e-07,"kg",,,"brain weighed","ganglia and ventral nerve cord",,"0.000195","g"
"Arthropoda","Insecta","Orthoptera","Acrididae","Melanoplus","Melanoplus femurrubrum","femurrubrum","",54,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.000458,"kg",,,"","",,"0.000458","kg",,"",,,,"","",,"",,,,"",2.33e-06,"kg",,,"brain weighed","ganglia and ventral nerve cord",,"0.00233","g"
"Arthropoda","Insecta","Blattodea","Blaberidae","Blaberus","Blaberus craniifer","craniifer","",35,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.004727,"kg",,,"","",,"0.004727","kg",,"",,,,"","",,"",,,,"",9.7e-06,"kg",,,"brain weighed","ganglia and ventral nerve cord",,"0.0097","g"
"Mollusca","Gastropoda","Stylommatophora","Limacidae","Limax","Limax maximus","maximus","",5,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.00417,"kg",,,"","",,"0.00417","kg",,"",,,,"","",,"",,,,"",1.33e-05,"kg",,,"brain weighed","ganglia",,"0.0133","g"
"Chordata","Amphibia","Anura","Ranidae","Rana","Rana catesbeiana","catesbeiana","male",6,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.5199,"kg",,,"","",,"0.5199","kg",,"",,,,"","",,"",,,,"",0.0004625,"kg",,,"brain weighed","recorded as fresh brain mass ",,"0.4625","g"
"Chordata","Reptilia","Squamata","Iguanidae","Phrynosoma","Phrynosoma coronatum","coronatum","male",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.025,"kg",,,"","",,"0.025","kg",,"",,,,"","",,"",,,,"",0.0001383,"kg",,,"brain weighed","",,"0.1383","g"
"Chordata","Reptilia","Squamata","Iguanidae","Phrynosoma","Phrynosoma coronatum","coronatum","female",3,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.0249,"kg",,,"","",,"0.0249","kg",,"",,,,"","",,"",,,,"",0.0001269,"kg",,,"brain weighed","",,"0.1269","g"
"Chordata","Aves","Passeriformes","Icteridae","Quiscalus","Quiscalus quiscula aeneus","quiscula aeneus","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.082,"kg",,,"","",,"0.082","kg",,"",,,,"","",,"",,,,"",0.00292,"kg",,,"brain weighed","",,"2.92","g"
"Chordata","Aves","Passeriformes","Turdidae","Sialia","Sialia sialis","sialis","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.034,"kg",,,"","",,"0.034","kg",,"",,,,"","",,"",,,,"",0.001281,"kg",,,"brain weighed","",,"1.281","g"
"Chordata","Aves","Passeriformes","Turdidae","Sialia","Sialia sialis","sialis","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.029,"kg",,,"","",,"0.029","kg",,"",,,,"","",,"",,,,"",0.001392,"kg",,,"brain weighed","",,"1.392","g"
"Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo vulpinus","vulpinus","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.558,"kg",,,"","",,"0.558","kg",,"",,,,"","",,"",,,,"",0.00799,"kg",,,"brain weighed","",,"7.99","g"
"Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura","aura","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.494,"kg",,,"","",,"0.494","kg",,"",,,,"","",,"",,,,"",0.0093,"kg",,,"brain weighed","",,"9.3","g"
"Chordata","Aves","Passeriformes","Mimidae","Dumetella","Dumetella carolinensis","carolinensis","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.033,"kg",,,"","",,"0.033","kg",,"",,,,"","",,"",,,,"",0.001412,"kg",,,"brain weighed","",,"1.412","g"
"Chordata","Aves","Passeriformes","Fringillidae","Serinus","Serinus canaria","canaria","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.0171,"kg",,,"","",,"0.0171","kg",,"",,,,"","",,"",,,,"",0.000848,"kg",,,"brain weighed","",,"0.848","g"
"Chordata","Aves","Passeriformes","Fringillidae","Serinus","Serinus canaria","canaria","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.0153,"kg",,,"","",,"0.0153","kg",,"",,,,"","",,"",,,,"",0.000564,"kg",,,"brain weighed","",,"0.564","g"
"Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater","ater","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.066,"kg",,,"","",,"0.066","kg",,"",,,,"","",,"",,,,"",0.002693,"kg",,,"brain weighed","",,"2.693","g"
"Chordata","Aves","Gruiformes","Gruidae","Balearica","Balearica pavonina","pavonina","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",4.071,"kg",,,"","",,"4.071","kg",,"",,,,"","",,"",,,,"",0.01354,"kg",,,"brain weighed","",,"13.54","g"
"Chordata","Aves","Gruiformes","Gruidae","Balearica","Balearica pavonina","pavonina","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",4.825,"kg",,,"","",,"4.825","kg",,"",,,,"","",,"",,,,"",0.01285,"kg",,,"brain weighed","",,"12.85","g"
"Chordata","Aves","Gruiformes","Gruidae","Antigone","Antigone canadensis","canadensis","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.651,"kg",,,"","",,"1.651","kg",,"",,,,"","",,"",,,,"",0.00858,"kg",,,"brain weighed","",,"8.58","g"
"Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus brachyrhynchos","brachyrhynchos","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.337,"kg",,,"","",,"0.337","kg",,"",,,,"","",,"",,,,"",0.0093,"kg",,,"brain weighed","",,"9.3","g"
"Chordata","Aves","Charadriiformes","Alcidae","Alle","Alle alle","alle","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.102,"kg",,,"","",,"0.102","kg",,"",,,,"","",,"",,,,"",0.00193,"kg",,,"brain weighed","",,"1.93","g"
"Chordata","Aves","Charadriiformes","Alcidae","Alle","Alle alle","alle","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.104,"kg",,,"","",,"0.104","kg",,"",,,,"","",,"",,,,"",0.00192,"kg",,,"brain weighed","",,"1.92","g"
"Chordata","Aves","Anseriformes","Anatidae","Anas","Anas acuta","acuta","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.67,"kg",,,"","",,"0.67","kg",,"",,,,"","",,"",,,,"",0.0049548,"kg",,,"brain weighed","",,"4.9548","g"
"Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus vocifer","vocifer","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",3.5,"kg",,,"","",,"3.5","kg",,"",,,,"","",,"",,,,"",0.01293,"kg",,,"brain weighed","",,"12.93","g"
"Chordata","Aves","Accipitriformes","Accipitridae","Aquila","Aquila rapax","rapax","female",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",2.625,"kg",,,"","",,"2.625","kg",,"",,,,"","",,"",,,,"",0.01409,"kg",,,"brain weighed","",,"14.09","g"
"Chordata","Aves","Accipitriformes","Accipitridae","Aquila","Aquila rapax","rapax","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.67,"kg",,,"","",,"1.67","kg",,"",,,,"","",,"",,,,"",0.01362,"kg",,,"brain weighed","",,"13.62","g"
"Chordata","Aves","Accipitriformes","Accipitridae","Aquila","Aquila rapax","rapax","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",2.438,"kg",,,"","",,"2.438","kg",,"",,,,"","",,"",,,,"",0.01391,"kg",,,"brain weighed","",,"13.91","g"
"Chordata","Aves","Pelecaniformes","Ardeidae","Casmerodius","Casmerodius albus","albus","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.03,"kg",,,"","",,"1.03","kg",,"",,,,"","",,"",,,,"",0.00612,"kg",,,"brain weighed","",,"6.12","g"
"Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea intermedia","intermedia","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.525,"kg",,,"","",,"0.525","kg",,"",,,,"","",,"",,,,"",0.0047,"kg",,,"brain weighed","",,"4.7","g"
"Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoeniconaias","Phoeniconaias minor","minor","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.483,"kg",,,"","",,"1.483","kg",,"",,,,"","",,"",,,,"",0.00699,"kg",,,"brain weighed","",,"6.99","g"
"Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoeniconaias","Phoeniconaias minor","minor","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.598,"kg",,,"","",,"1.598","kg",,"",,,,"","",,"",,,,"",0.00805,"kg",,,"brain weighed","",,"8.05","g"
"Chordata","Aves","Galliformes","Phasianidae","Gallus","Gallus bankiva","bankiva","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.263,"kg",,,"","",,"1.263","kg",,"",,,,"","",,"",,,,"",0.003916,"kg",,,"brain weighed","",,"3.916","g"
"Chordata","Aves","Galliformes","Phasianidae","Gallus","Gallus bankiva","bankiva","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",2.2,"kg",,,"","",,"2.2","kg",,"",,,,"","",,"",,,,"",0.00355,"kg",,,"brain weighed","",,"3.55","g"
"Chordata","Aves","Anseriformes","Anatidae","Alopochen","Alopochen aegyptiaca","aegyptiaca","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.935,"kg",,,"","",,"1.935","kg",,"",,,,"","",,"",,,,"",0.00764,"kg",,,"brain weighed","",,"7.64","g"
"Chordata","Aves","Galliformes","Numididdae","Numida","Numida meleagris","meleagris","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.62,"kg",,,"","",,"1.62","kg",,"",,,,"","",,"",,,,"",0.0042,"kg",,,"brain weighed","",,"4.2","g"
"Chordata","Aves","Charadriiformes","Laridae","Larus","Larus philadelphia","philadelphia","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.205,"kg",,,"","",,"0.205","kg",,"",,,,"","",,"",,,,"",0.00249,"kg",,,"brain weighed","",,"2.49","g"
"Chordata","Aves","Charadriiformes","Laridae","Larus","Larus argentatus","argentatus","female",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.535,"kg",,,"","",,"0.535","kg",,"",,,,"","",,"",,,,"",0.00508,"kg",,,"brain weighed","",,"5.08","g"
"Chordata","Aves","Charadriiformes","Laridae","Larus","Larus delawarensis","delawarensis","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.72,"kg",,,"","",,"0.72","kg",,"",,,,"","",,"",,,,"",0.00872,"kg",,,"brain weighed","",,"8.72","g"
"Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","Puffinus griseus","griseus","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.268,"kg",,,"","",,"0.268","kg",,"",,,,"","",,"",,,,"",0.00301,"kg",,,"brain weighed","",,"3.01","g"
"Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Accipiter striatus","striatus","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.52,"kg",,,"","",,"0.52","kg",,"",,,,"","",,"",,,,"",0.0057,"kg",,,"brain weighed","",,"5.7","g"
"Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius","sparverius","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.112,"kg",,,"","",,"0.112","kg",,"",,,,"","",,"",,,,"",0.00251,"kg",,,"brain weighed","",,"2.51","g"
"Chordata","Aves","Bucerotiformes","Bucorvidae","Bucorvus","Bucorvus leadbeateri","leadbeateri","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",2.15,"kg",,,"","",,"2.15","kg",,"",,,,"","",,"",,,,"",0.02625,"kg",,,"brain weighed","",,"26.25","g"
"Chordata","Aves","Apodiformes","Trochilidae","Amazilia","Amazilia tzacatl","tzacatl","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.0048,"kg",,,"","",,"0.0048","kg",,"",,,,"","",,"",,,,"",0.0001998,"kg",,,"brain weighed","",,"0.1998","g"
"Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia stellata","stellata","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.53,"kg",,,"","",,"1.53","kg",,"",,,,"","",,"",,,,"",0.00612,"kg",,,"brain weighed","",,"6.12","g"
"Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia stellata","stellata","male",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.568,"kg",,,"","",,"1.568","kg",,"",,,,"","",,"",,,,"",0.00638,"kg",,,"brain weighed","",,"6.38","g"
"Chordata","Aves","Suliformes","Fregatidae","Fregata","Fregata aquila","aquila","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.405,"kg",,,"","",,"1.405","kg",,"",,,,"","",,"",,,,"",0.00945,"kg",,,"brain weighed","",,"9.45","g"
"Chordata","Aves","Anseriformes","Anatidae","Mergus","Mergus serrator","serrator","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.77,"kg",,,"","",,"0.77","kg",,"",,,,"","",,"",,,,"",0.005289,"kg",,,"brain weighed","",,"5.289","g"
"Chordata","Aves","Struthioniformes","Struthionidae","Struthio","Struthio camelus","camelus","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",123,"kg",,,"","",,"123","kg",,"",,,,"","",,"",,,,"",0.04211,"kg",,,"brain weighed","",,"42.11","g"
"Chordata","Aves","Stringiformes","Strigidae","Bubo","Bubo virginianus","virginianus","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.177,"kg",,,"","",,"1.177","kg",,"",,,,"","",,"",,,,"",0.0137,"kg",,,"brain weighed","",,"13.7","g"
"Chordata","Aves","Galliformes","Phasianidae","Dendroperdix","Dendroperdix sephaena","sephaena","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.208,"kg",,,"","",,"0.208","kg",,"",,,,"","",,"",,,,"",0.0015,"kg",,,"brain weighed","",,"1.5","g"
"Chordata","Aves","Pelecaniformes","Pelecanidae","Pelicanus","Pelicanus occidentalis","occidentalis","female",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",3.29,"kg",,,"","",,"3.29","kg",,"",,,,"","",,"",,,,"",0.01745,"kg",,,"brain weighed","",,"17.45","g"
"Chordata","Aves","Galliformes","Phasianidae","Phasianus","Phasianus colchicus","colchicus","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.625,"kg",,,"","",,"0.625","kg",,"",,,,"","",,"",,,,"",0.003289,"kg",,,"brain weighed","",,"3.289","g"
"Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis phoebe","phoebe","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.0181,"kg",,,"","",,"0.0181","kg",,"",,,,"","",,"",,,,"",0.000793,"kg",,,"brain weighed","",,"0.793","g"
"Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis phoebe","phoebe","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.0175,"kg",,,"","",,"0.0175","kg",,"",,,,"","",,"",,,,"",0.00075,"kg",,,"brain weighed","",,"0.75","g"
"Chordata","Aves","Columbiformes","Columbiformes","Columba","Columba livia","livia","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.247,"kg",,,"","",,"0.247","kg",,"",,,,"","",,"",,,,"",0.002285,"kg",,,"brain weighed","",,"2.285","g"
"Chordata","Aves","Columbiformes","Columbiformes","Columba","Columba livia","livia","male",3,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.282,"kg",,,"","",,"0.282","kg",,"",,,,"","",,"",,,,"",0.002694,"kg",,,"brain weighed","",,"2.694","g"
"Chordata","Aves","Galliformes","Phasianidae","Lagopus","Lagopus lagopus","lagopus","male",3,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.542,"kg",,,"","",,"0.542","kg",,"",,,,"","",,"",,,,"",0.002377,"kg",,,"brain weighed","",,"2.377","g"
"Chordata","Aves","Galliformes","Phasianidae","Lagopus","Lagopus lagopus","lagopus","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.54,"kg",,,"","",,"0.54","kg",,"",,,,"","",,"",,,,"",0.0028,"kg",,,"brain weighed","",,"2.8","g"
"Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius","migratorius","male",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.0693,"kg",,,"","",,"0.0693","kg",,"",,,,"","",,"",,,,"",0.00209,"kg",,,"brain weighed","",,"2.09","g"
