"observationID","ignore","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
103,"","Chordata","Mammalia","Carnivora","Canidae","Canis","familiaris","male","body mass",38.42,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
103,"","Chordata","Mammalia","Carnivora","Canidae","Canis","familiaris","male","brain size",95.2,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
104,"","Chordata","Mammalia","Carnivora","Canidae","Otocyon","megalotis","female","body mass",3.335,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
104,"","Chordata","Mammalia","Carnivora","Canidae","Otocyon","megalotis","female","brain size",26.09,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
105,"","Chordata","Mammalia","Carnivora","Canidae","Urocyon","cinereoargenteus","female","brain size",32,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
106,"","Chordata","Mammalia","Carnivora","Canidae","Urocyon","cinereoargenteus","male","body mass",3.749,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
106,"","Chordata","Mammalia","Carnivora","Canidae","Urocyon","cinereoargenteus","male","brain size",37.28,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
107,"","Chordata","Mammalia","Carnivora","Canidae","Urocyon","cinereoargenteus","male","brain size",35.2,"g",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
108,"","Chordata","Mammalia","Carnivora","Canidae","Vulpes","fulva","female","body mass",4.625,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
108,"","Chordata","Mammalia","Carnivora","Canidae","Vulpes","fulva","female","brain size",53.3,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
109,"","Chordata","Mammalia","Carnivora","Canidae","Vulpes","lagopus","male","body mass",3.385,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
109,"","Chordata","Mammalia","Carnivora","Canidae","Vulpes","lagopus","male","brain size",44.5,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
110,"","Chordata","Mammalia","Carnivora","Hyaenidae","Crocuta","crocuta","","body mass",62.37,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
110,"","Chordata","Mammalia","Carnivora","Hyaenidae","Crocuta","crocuta","","brain size",175,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
111,"","Chordata","Mammalia","Carnivora","Canidae","Canis","mesomelas","male","body mass",2.85,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
111,"","Chordata","Mammalia","Carnivora","Canidae","Canis","mesomelas","male","brain size",46,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
112,"","Chordata","Mammalia","Carnivora","Felidae","Panthera","onca","female","body mass",34.47,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
112,"","Chordata","Mammalia","Carnivora","Felidae","Panthera","onca","female","brain size",147,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
113,"","Chordata","Mammalia","Carnivora","Procyonidae","Potos","flavus","female","body mass",2.62,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
113,"","Chordata","Mammalia","Carnivora","Procyonidae","Potos","flavus","female","brain size",31.05,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
114,"","Chordata","Mammalia","Carnivora","Felidae","Panthera","pardus","male","body mass",48,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
114,"","Chordata","Mammalia","Carnivora","Felidae","Panthera","pardus","male","brain size",135,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
115,"","Chordata","Mammalia","Carnivora","Felidae","Puma","concolor ","male","body mass",28.79,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
115,"","Chordata","Mammalia","Carnivora","Felidae","Puma","concolor ","male","brain size",106.7,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
116,"","Chordata","Mammalia","Carnivora","Herpestidae","Ichneumia","albicauda","male","body mass",4.4,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
116,"","Chordata","Mammalia","Carnivora","Herpestidae","Ichneumia","albicauda","male","brain size",28.3,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
117,"","Chordata","Mammalia","Carnivora","Procyonidae","Procyon ","lotor","","body mass",5.175,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
117,"","Chordata","Mammalia","Carnivora","Procyonidae","Procyon ","lotor","","brain size",40,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
118,"","Chordata","Mammalia","Carnivora","Procyonidae","Procyon ","lotor","female","body mass",2.226,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
118,"","Chordata","Mammalia","Carnivora","Procyonidae","Procyon ","lotor","female","brain size",33.55,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
119,"","Chordata","Mammalia","Carnivora","Procyonidae","Procyon ","lotor","female","body mass",4.536,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
119,"","Chordata","Mammalia","Carnivora","Procyonidae","Procyon ","lotor","female","brain size",40.5,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
120,"","Chordata","Mammalia","Carnivora","Procyonidae","Procyon ","lotor","male","body mass",5.216,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
120,"","Chordata","Mammalia","Carnivora","Procyonidae","Procyon ","lotor","male","brain size",42.7,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
121,"","Chordata","Mammalia","Carnivora","Mephitidae","Mephitis","mephitis","male","body mass",1.7,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
121,"","Chordata","Mammalia","Carnivora","Mephitidae","Mephitis","mephitis","male","brain size",10.3,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
122,"","Chordata","Mammalia","Carnivora","Mephitidae","Mephitis","mephitis","female","body mass",2.26,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
122,"","Chordata","Mammalia","Carnivora","Mephitidae","Mephitis","mephitis","female","brain size",10,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
123,"","Chordata","Mammalia","Carnivora","Mephitidae","Conepatus","mesoleucus","male","brain size",15.5,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
124,"","Chordata","Mammalia","Carnivora","Mephitidae","Conepatus","mesoleucus","female","brain size",16,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
125,"","Chordata","Mammalia","Carnivora","Felidae","Leptailurus","serval","male","body mass",9.955,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
125,"","Chordata","Mammalia","Carnivora","Felidae","Leptailurus","serval","male","brain size",66.74,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
126,"","Chordata","Mammalia","Carnivora","Felidae","Leptailurus","serval","female","body mass",5.819,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
126,"","Chordata","Mammalia","Carnivora","Felidae","Leptailurus","serval","female","brain size",53.16,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
127,"","Chordata","Mammalia","Carnivora","Felidae","Panthera","tigris","female","body mass",160,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
127,"","Chordata","Mammalia","Carnivora","Felidae","Panthera","tigris","female","brain size",225,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
128,"","Chordata","Mammalia","Carnivora","Felidae","Panthera","tigris","male","body mass",209,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
128,"","Chordata","Mammalia","Carnivora","Felidae","Panthera","tigris","male","brain size",302,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
129,"","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","arctica","male","body mass",0.1693,"kg",,,3,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
129,"","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","arctica","male","brain size",5.64,"g",,,3,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
130,"","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","arctica","female","body mass",0.121,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
130,"","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","arctica","female","brain size",3.47,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
131,"","Chordata","Mammalia","Carnivora","Canidae","Canis","lupus","male","body mass",22.68,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
131,"","Chordata","Mammalia","Carnivora","Canidae","Canis","lupus","male","brain size",119,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
132,"","Chordata","Mammalia","Carnivora","Canidae","Canis","lubilus","male","body mass",29.94,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
132,"","Chordata","Mammalia","Carnivora","Canidae","Canis","lubilus","male","brain size",152,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
133,"","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","rotundus","","body mass",0.028,"kg",,,5,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
133,"","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","rotundus","","brain size",0.936,"g",,,5,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
134,"","Chordata","Mammalia","Pilosa","Myrmecophagidae","Tamanduas","tetradactyla","","body mass",3.692,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
134,"","Chordata","Mammalia","Pilosa","Myrmecophagidae","Tamanduas","tetradactyla","","brain size",25,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
135,"","Chordata","Mammalia","Cingulata","Dasypodidae","Dasypus","novemcinctus","male","body mass",2.086,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
135,"","Chordata","Mammalia","Cingulata","Dasypodidae","Dasypus","novemcinctus","male","brain size",9.5,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
136,"","Chordata","Mammalia","Cingulata","Dasypodidae","Dasypus","novemcinctus","","body mass",3.401,"kg",,,10,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
136,"","Chordata","Mammalia","Cingulata","Dasypodidae","Dasypus","novemcinctus","","brain size",7.5,"g",,,10,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
137,"","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","griseus","","body mass",0.676,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
137,"","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","griseus","","brain size",15,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
138,"","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","griseus","female","body mass",1.115,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
138,"","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","griseus","female","brain size",14,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
139,"","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","griseus","male","body mass",1.601,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
139,"","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","griseus","male","brain size",13,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
140,"","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","griseus","","body mass",2.005,"kg",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
141,"","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","griseus","","body mass",2.894,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
141,"","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","griseus","","brain size",15,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
142,"","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","griseus","","body mass",3.121,"kg",,,10,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
142,"","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","griseus","","brain size",15.1,"g",,,10,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
143,"","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","griseus","female","body mass",3.774,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
143,"","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","griseus","female","brain size",18,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
144,"","Chordata","Mammalia","Pilosa","Megalonychidae","Choloepus","hoffmanni","","body mass",4.825,"kg",,,7,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
144,"","Chordata","Mammalia","Pilosa","Megalonychidae","Choloepus","hoffmanni","","brain size",23.07,"g",,,7,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
145,"","Chordata","Mammalia","Pilosa","Megalonychidae","Choloepus","hoffmanni","female","body mass",5.271,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
145,"","Chordata","Mammalia","Pilosa","Megalonychidae","Choloepus","hoffmanni","female","brain size",26,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
146,"","Chordata","Mammalia","Eulipotyphla","Talpidae","Scalopus","aquaticus","male","body mass",0.0396,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
146,"","Chordata","Mammalia","Eulipotyphla","Talpidae","Scalopus","aquaticus","male","brain size",1.16,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
147,"","Chordata","Mammalia","Eulipotyphla","Soricidae","Blarina","brevicauda","female","body mass",0.0163,"kg",,,39,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
147,"","Chordata","Mammalia","Eulipotyphla","Soricidae","Blarina","brevicauda","female","brain size",0.3443,"g",,,39,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
148,"","Chordata","Mammalia","Eulipotyphla","Soricidae","Blarina","brevicauda","male","body mass",0.0188,"kg",,,29,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
148,"","Chordata","Mammalia","Eulipotyphla","Soricidae","Blarina","brevicauda","male","brain size",0.352,"g",,,29,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
149,"","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","marsupialis","","body mass",1.147,"kg",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
149,"","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","marsupialis","","brain size",4.8,"g",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
150,"","Chordata","Mammalia","Primates","Cercopithecidae","Papio","cynocephalus","male","body mass",19.51,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
150,"","Chordata","Mammalia","Primates","Cercopithecidae","Papio","cynocephalus","male","brain size",175,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
151,"","Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","mitis","female","body mass",1.22,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
151,"","Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","mitis","female","brain size",50.3,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
152,"","Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","mitis","male","body mass",2.9,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
152,"","Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","mitis","male","brain size",61.46,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
153,"","Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","mitis","male","body mass",4.55,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
153,"","Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","mitis","male","brain size",66.6,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
154,"","Chordata","Mammalia","Primates","Atelidae","Alouatta","palliata","","body mass",6.174,"kg",,,28,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
154,"","Chordata","Mammalia","Primates","Atelidae","Alouatta","palliata","","brain size",50.34,"g",,,28,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
155,"","Chordata","Mammalia","Primates","Atelidae","Alouatta","palliata","female","body mass",4.309,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
