phylum,class,order,family,genus,species,specificEpithet,sex,sampleSizeValue,inTextReference,publicationYear,fullReference,mass,mass - units,mass - method,mass - comments,mass - metadata comment,original mass,original mass - units,metabolic rate,metabolic rate - units,metabolic rate - method,metabolic rate - comments,metabolic rate - metadata comment,original metabolic rate,original metabolic rate - units,original respiratoryQuotient,original temperature,mass-specific metabolic rate,mass-specific metabolic rate - units,brain size,brain size - units,brain size - method,brain size - comments,brain size - metadata comment,original brain size,original brain size - units,observationID,file,line,modified
Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,Microgale dobsoni,dobsoni,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.032600000000000004,kg,,,"",32.6,g,,"",,"","",,"",,,,"",0.56,g,,,French,0.56,g,doi-10.1515_mamm.1966.30.1.160::8,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,16,2021-03-01T06:56:00Z
Chordata,Mammalia,Afrosoricida,Tenrecidae,Limnogale,Limnogale mergulus,mergulus,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.092,kg,,,"",92,g,,"",,"","",,"",,,,"",1.15,g,,,French,1.15,g,doi-10.1515_mamm.1966.30.1.160::9,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,18,2021-03-01T06:56:00Z
Chordata,Mammalia,Afrosoricida,Tenrecidae,Potamogale,Potamogale velox,velox,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.66,kg,,,"",660,g,,"",,"","",,"",,,,"",4.1,g,,,French,4.1,g,doi-10.1515_mamm.1966.30.1.160::10,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,20,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,Erinaceus europaeus,europaeus,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.86,kg,,,"",860,g,,"",,"","",,"",,,,"",3.35,g,,,French,3.35,g,doi-10.1515_mamm.1966.30.1.160::11,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,22,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex minutus,minutus,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.0053,kg,,,"",5.3,g,,"",,"","",,"",,,,"",0.1,g,,,French,0.1,g,doi-10.1515_mamm.1966.30.1.160::12,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,24,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex araneus,araneus,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.0103,kg,,,"",10.3,g,,"",,"","",,"",,,,"",0.2,g,,,French,0.2,g,doi-10.1515_mamm.1966.30.1.160::13,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,26,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Soricidae,Blarina,Blarina brevicauda,brevicauda,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.0185,kg,,,"",18.5,g,,"",,"","",,"",,,,"",0.37,g,,,French,0.37,g,doi-10.1515_mamm.1966.30.1.160::14,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,28,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Soricidae,Neomys,Neomys fodiens,fodiens,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.0152,kg,,,"",15.2,g,,"",,"","",,"",,,,"",0.32,g,,,French,0.32,g,doi-10.1515_mamm.1966.30.1.160::15,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,30,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Soricidae,Sylvisorex,Sylvisorex megalura,megalura,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.0053,kg,,,"",5.3,g,,"",,"","",,"",,,,"",0.15,g,,,French,0.15,g,doi-10.1515_mamm.1966.30.1.160::16,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,32,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Soricidae,Sylvisorex,Sylvisorex lunaris,lunaris,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.0185,kg,,,"",18.5,g,,"",,"","",,"",,,,"",0.34,g,,,French,0.34,g,doi-10.1515_mamm.1966.30.1.160::17,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,34,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Soricidae,Suncus,Suncus murinus,murinus,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.035500000000000004,kg,,,"",35.5,g,,"",,"","",,"",,,,"",0.38,g,,,French,0.38,g,doi-10.1515_mamm.1966.30.1.160::18,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,36,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura hildegardeae,hildegardeae,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.0106,kg,,,"",10.6,g,,"",,"","",,"",,,,"",0.22,g,,,French,0.22,g,doi-10.1515_mamm.1966.30.1.160::19,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,38,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura russula,russula,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.011,kg,,,"",11,g,,"",,"","",,"",,,,"",0.19,g,,,French,0.19,g,doi-10.1515_mamm.1966.30.1.160::20,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,40,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura niobe,niobe,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.0115,kg,,,"",11.5,g,,"",,"","",,"",,,,"",0.28,g,,,French,0.28,g,doi-10.1515_mamm.1966.30.1.160::21,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,42,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura jacksoni,jacksoni,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.0126,kg,,,"",12.6,g,,"",,"","",,"",,,,"",0.25,g,,,French,0.25,g,doi-10.1515_mamm.1966.30.1.160::22,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,44,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura occidenlalis,occidenlalis,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.028,kg,,,"",28,g,,"",,"","",,"",,,,"",0.44,g,,,French,0.44,g,doi-10.1515_mamm.1966.30.1.160::23,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,46,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura giffardi,giffardi,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.082,kg,,,"",82,g,,"",,"","",,"",,,,"",0.55,g,,,French,0.55,g,doi-10.1515_mamm.1966.30.1.160::24,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,48,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura pyrenaicus,pyrenaicus,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.0575,kg,,,"",57.5,g,,"",,"","",,"",,,,"",1.33,g,,,French,1.33,g,doi-10.1515_mamm.1966.30.1.160::25,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,50,2021-03-01T06:56:00Z
Chordata,Mammalia,Soricomorpha,Talpidae,Desmana,Desmana moschata,moschata,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.44,kg,,,"",440,g,,"",,"","",,"",,,,"",4,g,,,French,4,g,doi-10.1515_mamm.1966.30.1.160::26,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,52,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Talpidae,Talpa,Talpa europaea,europaea,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.076,kg,,,"",76,g,,"",,"","",,"",,,,"",1.02,g,,,French,1.02,g,doi-10.1515_mamm.1966.30.1.160::27,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,54,2021-03-01T06:56:00Z
Chordata,Mammalia,Eulipotyphla,Talpidae,Scalopus,Scalopus aquaticus,aquaticus,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.0396,kg,,,"",39.6,g,,"",,"","",,"",,,,"",1.16,g,,,French,1.16,g,doi-10.1515_mamm.1966.30.1.160::28,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,56,2021-03-01T06:56:00Z
Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,Chrysochloris asiatica,asiatica,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.049,kg,,,"",49,g,,"",,"","",,"",,,,"",0.7,g,,,French,0.7,g,doi-10.1515_mamm.1966.30.1.160::29,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,58,2021-03-01T06:56:00Z
Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,Chrysochloris stuhlmanni,stuhlmanni,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.039799999999999995,kg,,,"",39.8,g,,"",,"","",,"",,,,"",0.74,g,,,French,0.74,g,doi-10.1515_mamm.1966.30.1.160::30,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,60,2021-03-01T06:56:00Z
Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus fuscipes,fuscipes,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.057,kg,,,"",57,g,,"",,"","",,"",,,,"",1.33,g,,,French,1.33,g,doi-10.1515_mamm.1966.30.1.160::31,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,62,2021-03-01T06:56:00Z
Chordata,Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,Rhynchocyon stuhlmanni,stuhlmanni,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.49,kg,,,"",490,g,,"",,"","",,"",,,,"",6.1,g,,,French,6.1,g,doi-10.1515_mamm.1966.30.1.160::32,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,64,2021-03-01T06:56:00Z
Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia javanica,javanica,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.105,kg,,,"",105,g,,"",,"","",,"",,,,"",2.55,g,,,French,2.55,g,doi-10.1515_mamm.1966.30.1.160::33,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,66,2021-03-01T06:56:00Z
Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia glis,glis,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.15,kg,,,"",150,g,,"",,"","",,"",,,,"",3.15,g,,,French,3.15,g,doi-10.1515_mamm.1966.30.1.160::34,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,68,2021-03-01T06:56:00Z
Chordata,Mammalia,Scandentia,Tupaiidae,Urogale,Urogale everetti,everetti,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.275,kg,,,"",275,g,,"",,"","",,"",,,,"",4.28,g,,,French,4.28,g,doi-10.1515_mamm.1966.30.1.160::35,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,70,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus medius,medius,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.177,kg,,,"",177,g,,"",,"","",,"",,,,"",3.14,g,,,French,3.14,g,doi-10.1515_mamm.1966.30.1.160::36,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,72,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,major,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.45,kg,,,"",450,g,,"",,"","",,"",,,,"",6.8,g,,,French,6.8,g,doi-10.1515_mamm.1966.30.1.160::37,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,74,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus murinus,murinus,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.054,kg,,,"",54,g,,"",,"","",,"",,,,"",1.78,g,,,French,1.78,g,doi-10.1515_mamm.1966.30.1.160::38,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,76,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Lemuridae,Prolemur,Prolemur simus,simus,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",1.3,kg,,,"",1300,g,,"",,"","",,"",,,,"",9.53,g,,,French,9.53,g,doi-10.1515_mamm.1966.30.1.160::39,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,78,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur ruficaudatus,ruficaudatus,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.915,kg,,,"",915,g,,"",,"","",,"",,,,"",7.6,g,,,French,7.6,g,doi-10.1515_mamm.1966.30.1.160::40,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,80,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur fulvus,fulvus,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",1.4000000000000001,kg,,,"",1400,g,,"",,"","",,"",,,,"",23.3,g,,,French,23.3,g,doi-10.1515_mamm.1966.30.1.160::41,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,82,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur albifrons,albifrons,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",1.54,kg,,,"",1540,g,,"",,"","",,"",,,,"",22.3,g,,,French,22.3,g,doi-10.1515_mamm.1966.30.1.160::42,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,84,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur rufiventer,rufiventer,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",1.4000000000000001,kg,,,"",1400,g,,"",,"","",,"",,,,"",26.6,g,,,French,26.6,g,doi-10.1515_mamm.1966.30.1.160::43,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,86,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur mongoz,mongoz,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",1.6,kg,,,"",1600,g,,"",,"","",,"",,,,"",24.1,g,,,French,24.1,g,doi-10.1515_mamm.1966.30.1.160::44,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,88,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur catta,catta,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",1.96,kg,,,"",1960,g,,"",,"","",,"",,,,"",22,g,,,French,22,g,doi-10.1515_mamm.1966.30.1.160::45,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,90,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur macaco,macaco,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",2.04,kg,,,"",2040,g,,"",,"","",,"",,,,"",23.5,g,,,French,23.5,g,doi-10.1515_mamm.1966.30.1.160::46,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,92,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur variegatus,variegatus,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",3,kg,,,"",3000,g,,"",,"","",,"",,,,"",31.5,g,,,French,31.5,g,doi-10.1515_mamm.1966.30.1.160::47,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,94,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Indriidae,Avahi,Avahi occidentalis,occidentalis,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.86,kg,,,"",860,g,,"",,"","",,"",,,,"",9.67,g,,,French,9.67,g,doi-10.1515_mamm.1966.30.1.160::48,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,96,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Indriidae,Avahi,Avahi laniger,laniger,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",1.27,kg,,,"",1270,g,,"",,"","",,"",,,,"",11.45,g,,,French,11.45,g,doi-10.1515_mamm.1966.30.1.160::49,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,98,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Indriidae,Propithecus,Propithecus coquereli,coquereli,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",3.48,kg,,,"",3480,g,,"",,"","",,"",,,,"",26.7,g,,,French,26.7,g,doi-10.1515_mamm.1966.30.1.160::50,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,100,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Indriidae,Indri,Indri indri,indri,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",6.25,kg,,,"",6250,g,,"",,"","",,"",,,,"",38.3,g,,,French,38.3,g,doi-10.1515_mamm.1966.30.1.160::51,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,102,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,madagascariensis,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",2.8000000000000003,kg,,,"",2800,g,,"",,"","",,"",,,,"",45.15,g,,,French,45.15,g,doi-10.1515_mamm.1966.30.1.160::52,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,104,2021-03-01T06:56:00Z
Chordata,Mammalia,Primates,Lorisidae,Loris,Loris tardigradus,tardigradus,,1,"Bauchot and Stephan, 1966",1966,"Bauchot, R., & Stephan, H. (1966). DonnÃ©es nouvelles sur lâ€™encÃ©phalisation des insectivores et des prosimiens. Mammalia, 30(1), 160-196. doi:10.1515/mamm.1966.30.1.160",0.322,kg,,,"",322,g,,"",,"","",,"",,,,"",6.6,g,,,French,6.6,g,doi-10.1515_mamm.1966.30.1.160::53,../data/raw/brain size/Mammalia/doi-10.1515_mamm.1966.30.1.160.csv,106,2021-03-01T06:56:00Z
